user_id,order_id
335,292
77,293
383,294
994,295
120,296
648,297
871,298
388,299
802,300
893,301
269,302
709,303
44,304
884,305
181,306
31,307
655,308
695,309
604,310
611,311
709,312
514,313
788,314
200,315
242,316
2,317
546,318
468,319
208,320
288,321
165,322
893,323
497,324
93,325
553,326
699,327
639,328
556,329
473,330
26,331
480,332
737,333
995,334
59,335
66,336
576,337
48,338
688,339
107,340
569,341
999,342
658,343
590,344
444,345
126,346
173,347
773,348
557,349
92,350
205,351
464,352
709,353
930,354
879,355
536,356
456,357
611,358
35,359
366,360
189,361
198,362
703,363
211,364
355,365
864,366
580,367
895,368
220,369
967,370
630,371
212,372
328,373
376,374
932,375
455,376
556,377
375,378
897,379
473,380
176,381
741,382
689,383
649,384
673,385
204,386
220,387
576,388
759,389
727,390
727,391
237,392
804,393
220,394
401,395
110,396
165,397
25,398
984,399
320,400
682,401
732,402
479,403
508,404
770,405
438,406
107,407
26,408
279,409
314,410
834,411
185,412
841,413
489,414
421,415
710,416
84,417
750,418
852,419
613,420
233,421
866,422
508,423
726,424
511,425
307,426
588,427
530,428
61,429
933,430
256,431
319,432
922,433
595,434
716,435
164,436
561,437
758,438
834,439
919,440
634,441
333,442
894,443
689,444
287,445
348,446
237,447
256,448
774,449
901,450
828,451
888,452
271,453
672,454
188,455
727,456
918,457
804,458
107,459
57,460
756,461
145,462
503,463
367,464
548,465
315,466
962,467
341,468
10,469
892,470
987,471
542,472
350,473
107,474
797,475
496,476
528,477
428,478
45,479
248,480
74,481
84,482
606,483
40,484
459,485
147,486
253,487
243,488
349,489
885,490
827,491
592,492
56,493
903,494
714,495
962,496
487,497
19,498
263,499
563,500
647,501
192,502
794,503
567,504
313,505
365,506
207,507
777,508
73,509
731,510
540,511
454,512
701,513
29,514
701,515
321,516
135,517
756,518
165,519
763,520
713,521
301,522
345,523
604,524
33,525
818,526
334,527
444,528
949,529
664,530
607,531
391,532
66,533
659,534
704,535
163,536
793,537
902,538
640,539
861,540
450,541
232,542
868,543
92,544
779,545
426,546
134,547
740,548
742,549
579,550
630,551
536,552
546,553
171,554
333,555
690,556
34,557
720,558
133,559
387,560
397,561
335,562
77,563
47,564
977,565
614,566
891,567
995,568
713,569
825,570
879,571
632,572
688,573
272,574
61,575
244,576
8,577
956,578
183,579
11,580
841,581
904,582
910,583
281,584
690,585
571,586
174,587
782,588
628,589
538,590
408,591
979,592
146,593
422,594
868,595
420,596
137,597
108,598
504,599
421,600
6,601
651,602
957,603
770,604
758,605
149,606
945,607
875,608
433,609
298,610
887,611
329,612
413,613
808,614
608,615
914,616
375,617
956,618
171,619
864,620
286,621
442,622
719,623
339,624
742,625
243,626
377,627
758,628
61,629
346,630
400,631
486,632
401,633
189,634
899,635
23,636
661,637
601,638
193,639
257,640
911,641
200,642
600,643
758,644
552,645
585,646
630,647
595,648
120,649
523,650
753,651
245,652
281,653
685,654
356,655
385,656
734,657
414,658
169,659
750,660
234,661
159,662
520,663
797,664
401,665
275,666
563,667
951,668
381,669
396,670
554,671
589,672
649,673
251,674
356,675
175,676
169,677
47,678
927,679
780,680
482,681
577,682
792,683
938,684
19,685
419,686
536,687
864,688
200,689
48,690
320,691
423,692
992,693
963,694
283,695
652,696
704,697
558,698
410,699
441,700
6,701
531,702
694,703
155,704
732,705
906,706
701,707
917,708
266,709
897,710
961,711
639,712
763,713
17,714
611,715
955,716
468,717
612,718
79,719
570,720
874,721
527,722
251,723
955,724
829,725
247,726
645,727
23,728
66,729
95,730
579,731
750,732
279,733
209,734
514,735
46,736
820,737
581,738
568,739
795,740
391,741
896,742
874,743
355,744
380,745
650,746
859,747
856,748
995,749
74,750
587,751
118,752
32,753
193,754
438,755
887,756
291,757
219,758
408,759
518,760
45,761
767,762
493,763
923,764
448,765
486,766
865,767
638,768
690,769
274,770
547,771
676,772
882,773
485,774
817,775
481,776
493,777
513,778
637,779
564,780
309,781
114,782
135,783
131,784
787,785
26,786
303,787
215,788
423,789
442,790
85,791
752,792
148,793
908,794
51,795
795,796
591,797
96,798
190,799
766,800
231,801
821,802
71,803
466,804
984,805
570,806
73,807
744,808
410,809
748,810
632,811
437,812
765,813
431,814
366,815
488,816
57,817
303,818
288,819
686,820
497,821
453,822
97,823
467,824
265,825
686,826
36,827
440,828
711,829
633,830
162,831
39,832
503,833
454,834
670,835
807,836
102,837
204,838
457,839
887,840
427,841
549,842
847,843
245,844
925,845
143,846
981,847
655,848
667,849
8,850
526,851
786,852
428,853
485,854
489,855
204,856
807,857
93,858
325,859
838,860
959,861
804,862
548,863
318,864
603,865
196,866
392,867
828,868
109,869
858,870
265,871
406,872
141,873
908,874
168,875
644,876
1,877
562,878
886,879
308,880
586,881
674,882
53,883
993,884
655,885
661,886
929,887
437,888
262,889
917,890
403,891
27,892
32,893
227,894
236,895
908,896
182,897
794,898
825,899
354,900
507,901
276,902
966,903
288,904
459,905
411,906
521,907
470,908
850,909
234,910
963,911
561,912
652,913
101,914
160,915
300,916
557,917
66,918
613,919
245,920
552,921
392,922
221,923
872,924
127,925
551,926
711,927
632,928
764,929
525,930
543,931
717,932
376,933
261,934
53,935
578,936
874,937
579,938
3,939
325,940
171,941
560,942
709,943
481,944
901,945
162,946
542,947
183,948
405,949
936,950
266,951
387,952
840,953
225,954
590,955
697,956
470,957
350,958
745,959
752,960
468,961
964,962
410,963
179,964
827,965
429,966
455,967
536,968
565,969
89,970
192,971
864,972
257,973
867,974
296,975
823,976
10,977
988,978
933,979
98,980
891,981
824,982
885,983
691,984
598,985
272,986
900,987
1000,988
81,989
809,990
754,991
128,992
603,993
293,994
458,995
516,996
191,997
893,998
333,999
749,1000
726,1001
374,1002
223,1003
748,1004
708,1005
891,1006
100,1007
576,1008
194,1009
573,1010
221,1011
443,1012
585,1013
17,1014
645,1015
388,1016
249,1017
898,1018
190,1019
37,1020
236,1021
635,1022
261,1023
675,1024
362,1025
371,1026
237,1027
787,1028
140,1029
244,1030
484,1031
765,1032
901,1033
25,1034
392,1035
451,1036
578,1037
274,1038
617,1039
44,1040
383,1041
901,1042
184,1043
668,1044
58,1045
721,1046
868,1047
549,1048
727,1049
573,1050
562,1051
812,1052
385,1053
906,1054
736,1055
572,1056
609,1057
573,1058
872,1059
259,1060
168,1061
245,1062
901,1063
722,1064
593,1065
634,1066
630,1067
110,1068
686,1069
939,1070
851,1071
586,1072
925,1073
580,1074
295,1075
84,1076
348,1077
236,1078
46,1079
378,1080
195,1081
316,1082
359,1083
852,1084
927,1085
767,1086
11,1087
450,1088
845,1089
491,1090
737,1091
181,1092
984,1093
263,1094
24,1095
821,1096
990,1097
862,1098
514,1099
23,1100
103,1101
950,1102
849,1103
601,1104
456,1105
734,1106
325,1107
600,1108
633,1109
981,1110
535,1111
600,1112
838,1113
59,1114
298,1115
151,1116
570,1117
185,1118
738,1119
804,1120
947,1121
843,1122
606,1123
979,1124
874,1125
581,1126
264,1127
26,1128
457,1129
853,1130
318,1131
242,1132
560,1133
534,1134
438,1135
123,1136
610,1137
922,1138
582,1139
87,1140
692,1141
262,1142
431,1143
15,1144
33,1145
95,1146
492,1147
506,1148
536,1149
127,1150
899,1151
337,1152
344,1153
741,1154
827,1155
215,1156
183,1157
617,1158
997,1159
659,1160
17,1161
899,1162
473,1163
285,1164
618,1165
778,1166
172,1167
336,1168
282,1169
226,1170
117,1171
83,1172
711,1173
955,1174
421,1175
609,1176
857,1177
479,1178
330,1179
509,1180
174,1181
879,1182
393,1183
713,1184
239,1185
168,1186
922,1187
529,1188
633,1189
228,1190
630,1191
416,1192
194,1193
934,1194
275,1195
571,1196
295,1197
494,1198
287,1199
768,1200
226,1201
65,1202
845,1203
300,1204
348,1205
222,1206
915,1207
284,1208
794,1209
960,1210
914,1211
833,1212
613,1213
38,1214
655,1215
24,1216
563,1217
555,1218
428,1219
318,1220
370,1221
710,1222
159,1223
525,1224
215,1225
560,1226
771,1227
682,1228
726,1229
789,1230
356,1231
471,1232
762,1233
680,1234
711,1235
227,1236
380,1237
821,1238
30,1239
641,1240
242,1241
336,1242
426,1243
17,1244
552,1245
919,1246
413,1247
33,1248
993,1249
233,1250
224,1251
8,1252
882,1253
106,1254
157,1255
98,1256
230,1257
284,1258
51,1259
331,1260
809,1261
155,1262
390,1263
816,1264
603,1265
915,1266
52,1267
382,1268
863,1269
657,1270
293,1271
596,1272
604,1273
971,1274
997,1275
746,1276
446,1277
551,1278
434,1279
724,1280
102,1281
983,1282
614,1283
896,1284
243,1285
698,1286
824,1287
904,1288
864,1289
764,1290
591,1291
193,1292
488,1293
121,1294
888,1295
126,1296
569,1297
68,1298
531,1299
487,1300
236,1301
561,1302
341,1303
921,1304
962,1305
560,1306
908,1307
658,1308
653,1309
569,1310
357,1311
349,1312
658,1313
153,1314
651,1315
452,1316
840,1317
85,1318
890,1319
550,1320
287,1321
988,1322
749,1323
840,1324
613,1325
766,1326
378,1327
733,1328
618,1329
987,1330
735,1331
938,1332
929,1333
808,1334
84,1335
996,1336
221,1337
728,1338
836,1339
965,1340
126,1341
814,1342
81,1343
545,1344
317,1345
466,1346
234,1347
896,1348
51,1349
309,1350
268,1351
372,1352
233,1353
544,1354
351,1355
653,1356
30,1357
514,1358
31,1359
818,1360
136,1361
279,1362
285,1363
70,1364
61,1365
43,1366
385,1367
928,1368
323,1369
787,1370
951,1371
213,1372
459,1373
817,1374
890,1375
962,1376
567,1377
463,1378
434,1379
518,1380
347,1381
28,1382
945,1383
414,1384
156,1385
222,1386
80,1387
217,1388
245,1389
402,1390
572,1391
84,1392
492,1393
721,1394
666,1395
329,1396
563,1397
665,1398
325,1399
469,1400
434,1401
87,1402
143,1403
231,1404
685,1405
412,1406
309,1407
624,1408
330,1409
349,1410
872,1411
409,1412
840,1413
114,1414
719,1415
351,1416
676,1417
214,1418
203,1419
519,1420
706,1421
117,1422
900,1423
766,1424
936,1425
404,1426
94,1427
202,1428
378,1429
334,1430
977,1431
444,1432
888,1433
772,1434
308,1435
798,1436
379,1437
418,1438
151,1439
972,1440
254,1441
651,1442
22,1443
318,1444
458,1445
899,1446
979,1447
136,1448
857,1449
423,1450
844,1451
368,1452
52,1453
872,1454
13,1455
770,1456
321,1457
835,1458
665,1459
816,1460
770,1461
945,1462
663,1463
142,1464
435,1465
912,1466
369,1467
232,1468
427,1469
114,1470
753,1471
216,1472
284,1473
667,1474
322,1475
941,1476
87,1477
399,1478
336,1479
584,1480
901,1481
911,1482
233,1483
393,1484
831,1485
737,1486
491,1487
126,1488
326,1489
576,1490
569,1491
235,1492
674,1493
550,1494
31,1495
120,1496
342,1497
712,1498
980,1499
925,1500
235,1501
525,1502
651,1503
728,1504
384,1505
267,1506
467,1507
444,1508
462,1509
926,1510
19,1511
685,1512
900,1513
351,1514
36,1515
742,1516
969,1517
71,1518
838,1519
375,1520
874,1521
730,1522
740,1523
250,1524
982,1525
455,1526
294,1527
936,1528
968,1529
46,1530
344,1531
396,1532
775,1533
972,1534
725,1535
204,1536
519,1537
838,1538
258,1539
522,1540
259,1541
503,1542
939,1543
827,1544
363,1545
221,1546
738,1547
687,1548
872,1549
12,1550
197,1551
257,1552
358,1553
243,1554
954,1555
152,1556
243,1557
517,1558
998,1559
600,1560
806,1561
945,1562
769,1563
924,1564
982,1565
210,1566
510,1567
426,1568
942,1569
510,1570
807,1571
542,1572
779,1573
25,1574
820,1575
615,1576
862,1577
756,1578
805,1579
412,1580
594,1581
620,1582
216,1583
775,1584
144,1585
475,1586
545,1587
928,1588
858,1589
367,1590
495,1591
381,1592
998,1593
221,1594
618,1595
630,1596
764,1597
448,1598
466,1599
365,1600
670,1601
18,1602
375,1603
465,1604
717,1605
256,1606
158,1607
36,1608
388,1609
635,1610
894,1611
567,1612
657,1613
509,1614
193,1615
713,1616
346,1617
814,1618
918,1619
385,1620
20,1621
895,1622
558,1623
184,1624
643,1625
231,1626
252,1627
582,1628
152,1629
210,1630
565,1631
444,1632
377,1633
116,1634
340,1635
342,1636
529,1637
476,1638
845,1639
615,1640
497,1641
878,1642
390,1643
473,1644
459,1645
373,1646
914,1647
237,1648
159,1649
939,1650
580,1651
617,1652
540,1653
659,1654
933,1655
352,1656
713,1657
520,1658
637,1659
739,1660
236,1661
99,1662
707,1663
763,1664
903,1665
778,1666
805,1667
464,1668
554,1669
7,1670
9,1671
190,1672
624,1673
626,1674
258,1675
290,1676
48,1677
235,1678
422,1679
429,1680
912,1681
374,1682
34,1683
713,1684
111,1685
307,1686
844,1687
676,1688
748,1689
964,1690
871,1691
509,1692
520,1693
773,1694
66,1695
223,1696
380,1697
415,1698
87,1699
459,1700
167,1701
750,1702
170,1703
528,1704
789,1705
550,1706
253,1707
368,1708
986,1709
871,1710
357,1711
782,1712
53,1713
340,1714
824,1715
642,1716
107,1717
332,1718
38,1719
298,1720
975,1721
611,1722
823,1723
236,1724
832,1725
606,1726
41,1727
85,1728
551,1729
931,1730
986,1731
852,1732
526,1733
535,1734
888,1735
309,1736
5,1737
159,1738
518,1739
261,1740
354,1741
602,1742
218,1743
350,1744
223,1745
521,1746
74,1747
310,1748
49,1749
145,1750
354,1751
100,1752
383,1753
505,1754
119,1755
823,1756
917,1757
424,1758
863,1759
92,1760
1,1761
756,1762
392,1763
246,1764
992,1765
19,1766
56,1767
444,1768
704,1769
127,1770
941,1771
21,1772
638,1773
551,1774
501,1775
130,1776
817,1777
639,1778
398,1779
166,1780
271,1781
597,1782
397,1783
335,1784
956,1785
446,1786
404,1787
91,1788
970,1789
57,1790
551,1791
927,1792
309,1793
74,1794
724,1795
125,1796
851,1797
88,1798
234,1799
180,1800
704,1801
433,1802
772,1803
766,1804
382,1805
858,1806
571,1807
884,1808
362,1809
824,1810
165,1811
281,1812
521,1813
192,1814
362,1815
779,1816
932,1817
116,1818
95,1819
666,1820
118,1821
713,1822
147,1823
842,1824
173,1825
719,1826
109,1827
70,1828
414,1829
666,1830
432,1831
172,1832
287,1833
271,1834
984,1835
536,1836
388,1837
453,1838
183,1839
743,1840
669,1841
638,1842
277,1843
823,1844
619,1845
664,1846
964,1847
319,1848
515,1849
245,1850
733,1851
652,1852
232,1853
541,1854
260,1855
219,1856
653,1857
940,1858
586,1859
604,1860
45,1861
153,1862
59,1863
144,1864
427,1865
845,1866
318,1867
252,1868
242,1869
527,1870
368,1871
665,1872
956,1873
406,1874
116,1875
825,1876
20,1877
541,1878
204,1879
410,1880
960,1881
238,1882
138,1883
134,1884
743,1885
896,1886
768,1887
715,1888
932,1889
404,1890
656,1891
961,1892
851,1893
464,1894
805,1895
300,1896
998,1897
832,1898
114,1899
22,1900
976,1901
192,1902
591,1903
49,1904
358,1905
971,1906
989,1907
312,1908
888,1909
30,1910
4,1911
935,1912
38,1913
73,1914
842,1915
786,1916
80,1917
925,1918
24,1919
383,1920
824,1921
715,1922
776,1923
306,1924
620,1925
904,1926
282,1927
376,1928
906,1929
817,1930
899,1931
365,1932
652,1933
831,1934
684,1935
664,1936
799,1937
63,1938
79,1939
964,1940
650,1941
837,1942
884,1943
904,1944
295,1945
962,1946
259,1947
471,1948
621,1949
484,1950
219,1951
967,1952
809,1953
306,1954
498,1955
558,1956
67,1957
308,1958
433,1959
2,1960
631,1961
806,1962
776,1963
20,1964
43,1965
144,1966
409,1967
497,1968
4,1969
700,1970
729,1971
518,1972
556,1973
132,1974
993,1975
799,1976
901,1977
399,1978
507,1979
593,1980
103,1981
131,1982
550,1983
292,1984
230,1985
70,1986
668,1987
466,1988
669,1989
154,1990
102,1991
508,1992
521,1993
228,1994
818,1995
262,1996
799,1997
920,1998
142,1999
787,2000
635,2001
51,2002
984,2003
186,2004
157,2005
732,2006
73,2007
953,2008
681,2009
69,2010
810,2011
682,2012
264,2013
639,2014
167,2015
322,2016
775,2017
282,2018
174,2019
503,2020
830,2021
431,2022
397,2023
2,2024
733,2025
641,2026
953,2027
159,2028
548,2029
190,2030
709,2031
741,2032
500,2033
481,2034
777,2035
262,2036
121,2037
497,2038
316,2039
101,2040
378,2041
272,2042
293,2043
946,2044
836,2045
476,2046
620,2047
285,2048
510,2049
53,2050
667,2051
2,2052
527,2053
668,2054
503,2055
242,2056
505,2057
720,2058
452,2059
81,2060
178,2061
731,2062
675,2063
739,2064
817,2065
339,2066
342,2067
404,2068
469,2069
415,2070
608,2071
701,2072
340,2073
195,2074
431,2075
628,2076
856,2077
547,2078
16,2079
976,2080
16,2081
356,2082
904,2083
180,2084
864,2085
374,2086
119,2087
237,2088
224,2089
406,2090
872,2091
653,2092
611,2093
946,2094
434,2095
260,2096
118,2097
667,2098
527,2099
451,2100
383,2101
931,2102
903,2103
237,2104
633,2105
490,2106
827,2107
344,2108
872,2109
711,2110
950,2111
936,2112
561,2113
644,2114
683,2115
271,2116
95,2117
113,2118
616,2119
72,2120
887,2121
537,2122
444,2123
630,2124
239,2125
898,2126
873,2127
667,2128
193,2129
620,2130
332,2131
47,2132
863,2133
983,2134
543,2135
285,2136
580,2137
472,2138
462,2139
427,2140
71,2141
224,2142
398,2143
192,2144
6,2145
373,2146
38,2147
687,2148
35,2149
661,2150
742,2151
646,2152
320,2153
560,2154
562,2155
223,2156
332,2157
560,2158
163,2159
218,2160
90,2161
529,2162
946,2163
173,2164
943,2165
267,2166
24,2167
375,2168
555,2169
114,2170
281,2171
665,2172
575,2173
403,2174
955,2175
819,2176
602,2177
610,2178
667,2179
648,2180
540,2181
970,2182
11,2183
485,2184
97,2185
92,2186
274,2187
323,2188
292,2189
567,2190
412,2191
962,2192
668,2193
284,2194
515,2195
575,2196
207,2197
779,2198
586,2199
547,2200
221,2201
867,2202
633,2203
810,2204
161,2205
51,2206
700,2207
896,2208
327,2209
812,2210
745,2211
874,2212
602,2213
795,2214
634,2215
242,2216
977,2217
986,2218
867,2219
676,2220
952,2221
752,2222
547,2223
182,2224
141,2225
318,2226
17,2227
906,2228
553,2229
967,2230
155,2231
601,2232
246,2233
196,2234
110,2235
299,2236
541,2237
56,2238
396,2239
500,2240
502,2241
985,2242
764,2243
679,2244
514,2245
343,2246
240,2247
915,2248
937,2249
346,2250
603,2251
349,2252
880,2253
870,2254
422,2255
613,2256
825,2257
729,2258
354,2259
845,2260
830,2261
442,2262
758,2263
762,2264
265,2265
378,2266
150,2267
683,2268
492,2269
410,2270
273,2271
282,2272
793,2273
898,2274
255,2275
755,2276
536,2277
136,2278
838,2279
329,2280
402,2281
876,2282
326,2283
107,2284
977,2285
490,2286
973,2287
546,2288
478,2289
191,2290
158,2291
225,2292
634,2293
438,2294
233,2295
306,2296
396,2297
720,2298
227,2299
512,2300
833,2301
413,2302
364,2303
160,2304
794,2305
886,2306
534,2307
138,2308
465,2309
869,2310
659,2311
728,2312
83,2313
115,2314
455,2315
462,2316
537,2317
89,2318
790,2319
466,2320
674,2321
986,2322
815,2323
655,2324
158,2325
919,2326
784,2327
59,2328
460,2329
472,2330
301,2331
682,2332
585,2333
321,2334
1,2335
169,2336
594,2337
178,2338
561,2339
322,2340
110,2341
599,2342
208,2343
194,2344
550,2345
519,2346
57,2347
116,2348
576,2349
419,2350
639,2351
461,2352
122,2353
345,2354
672,2355
786,2356
766,2357
513,2358
377,2359
557,2360
887,2361
926,2362
374,2363
421,2364
508,2365
246,2366
468,2367
962,2368
64,2369
603,2370
170,2371
926,2372
63,2373
416,2374
302,2375
865,2376
475,2377
137,2378
676,2379
193,2380
913,2381
826,2382
277,2383
87,2384
285,2385
490,2386
804,2387
521,2388
197,2389
504,2390
963,2391
366,2392
796,2393
78,2394
169,2395
214,2396
515,2397
398,2398
25,2399
942,2400
320,2401
444,2402
205,2403
538,2404
218,2405
27,2406
43,2407
204,2408
879,2409
650,2410
333,2411
565,2412
42,2413
360,2414
756,2415
916,2416
342,2417
38,2418
821,2419
960,2420
758,2421
687,2422
931,2423
110,2424
39,2425
130,2426
305,2427
46,2428
711,2429
992,2430
109,2431
401,2432
964,2433
348,2434
678,2435
585,2436
589,2437
571,2438
796,2439
529,2440
987,2441
468,2442
116,2443
432,2444
907,2445
587,2446
918,2447
767,2448
399,2449
348,2450
577,2451
503,2452
769,2453
81,2454
824,2455
563,2456
4,2457
935,2458
110,2459
201,2460
709,2461
14,2462
800,2463
637,2464
418,2465
810,2466
680,2467
397,2468
316,2469
585,2470
67,2471
190,2472
342,2473
737,2474
584,2475
657,2476
270,2477
686,2478
105,2479
689,2480
706,2481
3,2482
887,2483
234,2484
41,2485
388,2486
174,2487
749,2488
595,2489
499,2490
404,2491
719,2492
623,2493
200,2494
486,2495
69,2496
228,2497
992,2498
604,2499
4,2500
283,2501
451,2502
476,2503
375,2504
569,2505
926,2506
136,2507
622,2508
970,2509
369,2510
25,2511
600,2512
579,2513
530,2514
912,2515
661,2516
35,2517
501,2518
342,2519
6,2520
881,2521
444,2522
475,2523
784,2524
112,2525
971,2526
720,2527
689,2528
907,2529
47,2530
419,2531
617,2532
698,2533
289,2534
503,2535
47,2536
729,2537
247,2538
151,2539
931,2540
509,2541
143,2542
36,2543
506,2544
439,2545
789,2546
142,2547
70,2548
982,2549
341,2550
338,2551
773,2552
946,2553
576,2554
723,2555
489,2556
829,2557
997,2558
323,2559
621,2560
660,2561
326,2562
848,2563
618,2564
544,2565
434,2566
920,2567
972,2568
201,2569
744,2570
246,2571
278,2572
919,2573
491,2574
669,2575
232,2576
73,2577
966,2578
638,2579
831,2580
200,2581
700,2582
239,2583
126,2584
307,2585
971,2586
800,2587
99,2588
946,2589
186,2590
394,2591
835,2592
744,2593
809,2594
728,2595
330,2596
555,2597
504,2598
274,2599
762,2600
949,2601
770,2602
725,2603
577,2604
827,2605
407,2606
121,2607
138,2608
199,2609
748,2610
524,2611
736,2612
971,2613
939,2614
228,2615
569,2616
400,2617
400,2618
346,2619
104,2620
949,2621
833,2622
7,2623
648,2624
210,2625
368,2626
47,2627
43,2628
843,2629
720,2630
14,2631
608,2632
641,2633
134,2634
929,2635
433,2636
868,2637
289,2638
345,2639
882,2640
788,2641
274,2642
97,2643
829,2644
878,2645
766,2646
114,2647
969,2648
100,2649
801,2650
450,2651
885,2652
956,2653
530,2654
878,2655
943,2656
880,2657
206,2658
454,2659
196,2660
724,2661
271,2662
420,2663
365,2664
419,2665
251,2666
226,2667
574,2668
471,2669
320,2670
676,2671
341,2672
192,2673
991,2674
783,2675
890,2676
930,2677
159,2678
622,2679
397,2680
196,2681
978,2682
628,2683
253,2684
251,2685
955,2686
598,2687
382,2688
547,2689
597,2690
979,2691
235,2692
328,2693
83,2694
234,2695
154,2696
150,2697
851,2698
87,2699
395,2700
291,2701
502,2702
800,2703
226,2704
743,2705
772,2706
233,2707
464,2708
930,2709
577,2710
816,2711
50,2712
809,2713
412,2714
255,2715
98,2716
432,2717
157,2718
38,2719
959,2720
344,2721
230,2722
57,2723
588,2724
362,2725
416,2726
683,2727
208,2728
343,2729
898,2730
158,2731
979,2732
788,2733
347,2734
435,2735
748,2736
77,2737
725,2738
852,2739
185,2740
570,2741
62,2742
356,2743
931,2744
400,2745
313,2746
13,2747
541,2748
907,2749
668,2750
615,2751
21,2752
304,2753
467,2754
137,2755
463,2756
654,2757
95,2758
651,2759
720,2760
277,2761
717,2762
291,2763
673,2764
188,2765
895,2766
5,2767
70,2768
901,2769
547,2770
85,2771
770,2772
570,2773
585,2774
383,2775
725,2776
776,2777
71,2778
260,2779
757,2780
911,2781
550,2782
667,2783
760,2784
190,2785
986,2786
645,2787
915,2788
469,2789
468,2790
121,2791
369,2792
256,2793
301,2794
783,2795
572,2796
84,2797
28,2798
160,2799
989,2800
241,2801
42,2802
782,2803
869,2804
974,2805
301,2806
857,2807
232,2808
419,2809
994,2810
654,2811
380,2812
243,2813
683,2814
934,2815
316,2816
191,2817
670,2818
196,2819
466,2820
554,2821
287,2822
200,2823
195,2824
653,2825
62,2826
685,2827
413,2828
746,2829
529,2830
397,2831
847,2832
45,2833
152,2834
430,2835
138,2836
828,2837
794,2838
181,2839
637,2840
892,2841
961,2842
316,2843
979,2844
461,2845
794,2846
531,2847
554,2848
638,2849
687,2850
874,2851
114,2852
784,2853
742,2854
693,2855
345,2856
162,2857
185,2858
636,2859
685,2860
548,2861
548,2862
873,2863
986,2864
447,2865
550,2866
754,2867
759,2868
285,2869
724,2870
429,2871
551,2872
375,2873
751,2874
814,2875
241,2876
283,2877
78,2878
191,2879
191,2880
755,2881
362,2882
982,2883
226,2884
524,2885
344,2886
92,2887
428,2888
675,2889
566,2890
84,2891
874,2892
47,2893
617,2894
48,2895
672,2896
355,2897
351,2898
736,2899
569,2900
845,2901
142,2902
6,2903
983,2904
574,2905
323,2906
26,2907
941,2908
692,2909
973,2910
291,2911
802,2912
12,2913
290,2914
307,2915
337,2916
209,2917
776,2918
837,2919
235,2920
674,2921
137,2922
464,2923
792,2924
636,2925
702,2926
446,2927
653,2928
905,2929
455,2930
717,2931
320,2932
63,2933
296,2934
786,2935
523,2936
890,2937
166,2938
979,2939
133,2940
347,2941
444,2942
476,2943
889,2944
822,2945
64,2946
210,2947
855,2948
226,2949
655,2950
946,2951
206,2952
750,2953
947,2954
808,2955
438,2956
550,2957
109,2958
615,2959
517,2960
228,2961
888,2962
400,2963
580,2964
751,2965
359,2966
43,2967
651,2968
40,2969
404,2970
7,2971
303,2972
958,2973
432,2974
395,2975
126,2976
952,2977
438,2978
566,2979
319,2980
33,2981
597,2982
366,2983
195,2984
590,2985
24,2986
697,2987
964,2988
790,2989
73,2990
101,2991
564,2992
989,2993
164,2994
363,2995
165,2996
